Accession	Name	Description
ARO:3004087	APH(3')-IX	APH(3')-IX is an aminoglycoside phosphoryltransferase that acts on the 3-OH target of aminoglycosides.
ARO:3004088	lefamulin	Lefamulin is a semi-synthetic pleuromutilin compound highly active against multi-resistant pathogens.
ARO:3004089	ANT(3'')-IIa	ANT(3'')-IIa is a aminoglycoside nucleotidyltransferase identified in Acinetobacter spp. via horizontal gene transfer mechanisms.
ARO:3004090	ANT(3'')-IIb	ANT(3'')-IIb is a aminoglycoside nucleotidyltransferase identified in Acinetobacter spp. via horizontal gene transfer mechanisms.
ARO:3004091	ANT(3'')-IIc	ANT(3'')-IIc is a aminoglycoside nucleotidyltransferase identified in Acinetobacter spp. via horizontal gene transfer mechanisms.
ARO:3004092	HMB-1	Shotgun cloning of beta-lactam resistant P. aeruginosa NRZ-03096 yielded a clone producing a novel subclass B1 enzyme with only 74.3% identity to the next nearest relative, KHM-1. The novel MBL was named HMB-1 (for Hamburg MBL). HMB-1 gene was chromosomally located as part of a Tn 3 family transposon that was named Tn 6345, where expression of bla HMB-1 in E. coli TOP10 led to increased resistance to β-lactams.
ARO:3004093	NDM-17	NDM-17 is a metallo-beta-lactamase isolated from Escherichia coli with enhanced carbapenemase activity compared to NDM-1.
ARO:3004096	daptomycin resistant CdsA	Mutations to the CdsA phosphatidate cytidylyltransferase conferring resistance to daptomycin.
ARO:3004097	Streptococcus mitis CdsA with mutation conferring daptomycin resistance	CdsA is a phosphatidate cytidylyltransferase which plays a role in the production of membrane phosphatidylglycerol and cardiolipin.
ARO:3004098	LpeAB	LpeAB are components of an efflux pump, which is a macrolide resistance determinant in L. pneumophila Paris strain. Mutations observed in the upstream sequence of lpeAB operon in resistant lineages led to an overexpression of this efflux pump. Sub-inhibitory concentrations of macrolides themselves participated in upregulating this efflux and could constitute a first step in the acquisition of a high macrolide resistance level. As Lpp2879–Lpp2880 is homologous to Escherichia coli AcrAB, lpp2879–lpp2880 was renamed to lpeAB.
ARO:3004099	LpeA	LpeA is a subunit of the LpeAB efflux pump in Legionella pneumophila, which is homologous to AcrA in E. coli.
ARO:3004100	LpeB	LpeB is a subunit of the LpeAB efflux pump in Legionella pneumophila, which is homologous to AcrB in E. coli.
ARO:3004101	MdtNOP	MdtNOP is a MFS efflux pump protein found in E. coli. The deletion of mdtP from strain W3110 resulted in increased susceptibility to acriflavin, puromycin, and tetraphenylarsonium chloride. An E. coli mdtN null mutant is more sensitive to sulfur drugs than wild type
ARO:3004102	kamB	Methyltransferase enzyme first described in Streptoalloteichus tenebrarius. Confers resistance to aminoglycoside antibiotics (esp. apramycin) through methylation of the 16S rRNA at A1408, thereby modifying the antibiotic target.
ARO:3004103	QepA2	QepA2 is a plasmid-mediated quinolone resistance pump found in an Escherichia coli isolate from France
ARO:3004104	TMB beta-lactamase	TMB-1, the first known member of the Tripoli metallo-beta-lactamase family (TMB) was isolated from Achromobacter xylosoxidans in a Tripoli central hospital. TMB-1 was located on a class 1 integron and is a chromosomally-encoded beta-lactamase capable of hydrolyzing multiple antibiotics.
ARO:3004105	TMB-1	TMB-1 is a TMB metallo-beta-lactamase found in Achromobacter sp.
ARO:3004106	TMB-2	TMB-2 is a TMB metallo-beta-lactamase found in Acinetobacter sp.
ARO:3004107	Pseudomonas aeruginosa soxR	SoxR is a redox-sensitive transcriptional activator that induces expression of a small regulon that includes the RND efflux pump-encoding operon mexGHI-opmD. SoxR was shown to be activated by pyocyanin.
ARO:3004108	Enterobacter cloacae rob	rob is a positive regulator for the acrAB efflux genes, and is structurally similar to SoxS and MarA.
ARO:3004109	Escherichia coli rob	rob is a positive regulator for the acrAB efflux genes, and is structurally similar to SoxS and MarA.
ARO:3004110	MCR-2	MCR-2 is a plasmid-borne phosphoethanolamine transferase that interferes with binding of colistin to the cell membrane via addition of phosphoethanolamine to lipid A, resulting in reduction of the negative charge of the cell membrane. Originally identified in a Belgian sample of Escherichia coli by Xavier et al, (2016).
ARO:3004111	FosA6	fosA6 is a plasmid-encoded enzyme that confers resistance to fosfomycin in Escherichia coli by breaking the epoxide ring of the molecule.
ARO:3004112	phosphoethanolamine transferase conferring colistin resistance	This group of enzymes catalyzes the addition of a phosphoethanolamine group to another molecule. The addition of this moiety to lipid A in bacterial species is often associated with polymyxin (otherwise known as colistin) resistance.
ARO:3004113	FosA7	fosA7 is an enzyme that confers resistance to fosfomycin in Escherichia coli by breaking the epoxide ring of the molecule.
ARO:3004114	porin OmpC	In the presence of antibiotic stress, there is a coupled down-regulation of the porin OmpC with the OmpF.  Mutants both lacking both OmpC and OmpF proteins are resistant to cephaloridine and cefazolin. Analyses of genes involved in the increased resistance to tetracycline suggest that the up-regulation of efflux pump genes is accompanied by a decrease of OmpF and OmpC synthesis. Homologs of OmpC have been identified in Escherichia coli, Salmonella enterica, Enterobacter aerogenes and Serratia marcescens.
ARO:3004115	nitroimidazole antibiotic	Nitroimidazoles are a group of drugs that have both antiprotozoal and antibacterial activity, classified with respect to the location of the nitro functional group.
ARO:3004116	nitrofuran antibiotic	Nitrofurans are chemotherapeutic agents with antibacterial and antiprotozoal activity.
ARO:3004117	Vibrio cholerae OmpU	A ToxR-Regulated outer membrane porin. In Vibrio cholerae, ToxR controls resistance to P2 (a BPI-derived antimicrobial peptide) by regulating the production of OmpU. OmpU also confers resistance to polymyxin B sulfate.
ARO:3004118	Vibrio cholerae OmpT	A ToxR negatively regulated outer membrane porin. In Vibrio cholerae, ToxR controls resistance to P2 (a BPI-derived antimicrobial peptide) by regulating the production of OmpT, especially in the absence of OmpU.
ARO:3004120	CBP C1-aminomethylene vancomycin	CBP C1-aminomethylene vancomycin is a synthetic vancomycin derivative which exhibits multiple synergistic mechanisms of action, allowing it to effectively inhibit otherwise-glycopeptide resistant Gram-positive bacteria (notably those with functioning VanA clusters).
ARO:3004121	BPI	Bactericidal/permeability-increasing (BPI) protein is a member of a new generation of proteins known as super-antibiotics that are implicated as endotoxin neutralising agents. The potent (nM) cytotoxicity of BPI is limited to gram-negative bacteria (GNB), reflecting the high affinity (<10 nM) of BPI for bacterial lipopolysaccharides (LPS). Binding of BPI to live bacteria via LPS causes immediate growth arrest, actual killing coincides with later damage to the inner membrane.
ARO:3004122	Klebsiella pneumoniae OmpK37	Klebsiella pneumoniae outer membrane porin protein. Is preferentially detected in porin-deficient strains. Functional characterization of this new porin revealed a narrower pore than those of porins OmpK35 and OmpK36, which did not allow penetration by certain β-lactams. Also, when a resistant strain expresses porin OmpK37 is less susceptible to cefotaxime and cefoxitin than when it is expressing either OmpK36 or OmpK35.
ARO:3004123	Burkholderia pseudomallei Omp38	Heterologous expression of Burkholderia pseudomallei Omp38 (BpsOmp38) in Omp-deficient E. coli host cells lowers their permeability and in consequence, their antimicrobial susceptibility to penicillin G, cefoxitin, ceftazidime and imipenem.
ARO:3004124	Moraxella catarrhalis M35	The outer membrane protein M35 of Moraxella catarrhalis is an antigenically conserved porin. Down-regulation of M35 significantly increases the MICs of aminopenicillins, specifically amoxicillin.
ARO:3004125	23S rRNA with mutation conferring resistance to macrolide antibiotics	Nucleotide point mutations in the 23S rRNA subunit may confer resistance to macrolide antibiotics.
ARO:3004126	Escherichia coli LamB	LamB is a negative regulator for antibiotic resistance, it serves as a porin to influx antibiotic. When down-regulated, it increases resistance to chlortetracycline, ciprofloxacin, balofloxacin and nalidixic acid. It also interacts with Odp1, an energy metabolic enzyme, creating a complex that decreases in antibiotic-resistant strains.
ARO:3004127	Escherichia coli mipA	MltA-interacting protein (mipA), is an antibiotic resistance-related outer membrane protein. Deletion of mipA increases kanamycin, nalidixic acid and streptomycin resistance.
ARO:3004128	Serratia marcescens Omp1	Omp1 is an outer membrane porin that confers resistance by absence in S. marcescens.  Knockout, deletion or other inhibition of the omp1 gene confers resistance to certain beta-lactamase antibiotics - including Cefoxitin, Ceftriaxone, Cefotaxime, and Moxalactam - as well as Ciprofloxacin, Tetracycline, and Chloramphenicol, by preventing passage of the antibiotic into the cell.
ARO:3004129	cephaloridine	Cephaloridine is a semisynthetic, broad-spectrum, first-generation cephalosporin with antibacterial activity. Cephaloridine binds to and inactivates penicillin-binding proteins (PBPs) located on the inner membrane of the bacterial cell wall. PBPs are enzymes involved in the terminal stages of assembling the bacterial cell wall and in reshaping the cell wall during growth and division. Inactivation of PBPs interferes with the cross-linkage of peptidoglycan chains necessary for bacterial cell wall strength and rigidity. This results in the weakening of the bacterial cell wall and causes cell lysis.
ARO:3004130	balofloxacin	Balofloxacin is an 8-methoxy fluoroquinolone antibiotic. It shows potent bactericidal activity and inhibits the supercoiling activity of DNA gyrase of S. aureus, E. coli, and P. aeruginosa.
ARO:3004131	Escherichia coli 23S rRNA with mutation conferring resistance to erythromycin and telithromycin	Point mutation in the 23S rRNA of Escherichia coli shown clinically to confer resistance to the macrolide-class antibiotics erythromycin and telithromycin.
ARO:3004132	Chlamydomonas reinhardtii 23S rRNA with mutation conferring resistance to erythromycin	Point mutation in 23S rRNA of C. reinhardtii chloroplast shown clinically to confer resistance to Erythromycin, a macrolide antibiotic.
ARO:3004133	Brachyspira hyodysenteriae 23S rRNA with mutation conferring resistance to tylosin	Point mutation in B. hyodysenteriae 23S rRNA shown to confer resistance to tylosin and erythromycin
ARO:3004134	Helicobacter pylori 23S rRNA with mutation conferring resistance to clarithromycin	Point mutations in Helicobacter pylori shown to confer resistance to clarithromycin, a macrolide antibiotic
ARO:3004135	Mycobacterium tuberculosis iniB with mutation conferring resistance to ethambutol	Point mutations in M. tuberculosis iniB shown to confer resistance to ethambutol.
ARO:3004136	Ethambutol resistant iniB	Point mutations occurring in the iniB region of the iniBAC operon shown to confer resistance to ethambutol
ARO:3004137	Antibiotic resistant iniB	iniB, an isoniazid-induced protein, is part of the iniBAC operon that participates in the development of tolerance to both isoniazid and ethambutol. May function through a MDR-pump like mechanism, although it does not appear to directly transport isoniazid from the cell.
ARO:3004138	Moraxella catarrhalis 23S rRNA with mutation conferring resistance to macrolide antibiotics	Point mutations in the 23S ribosomal RNA subunit of M. catarrhalis shown clinically to confer resistance to macrolide class antibiotics.
ARO:3004139	MCR-3	MCR-3 is a plasmid-borne phosphoethanolamine transferase that interferes with binding of colistin to the cell membrane via addition of phosphoethanolamine to lipid A, resulting reduction in negative charge of the cell membrane. Originally described by Yin et al. 2017, from a porcine Escherichia coli plasmid pWJ1.
ARO:3004140	hydrolysis of fusidic acid to inactive lactone derivative	Enzymes shown to inactivate fusidic acid by hydrolytic cleavage from the 16 beta-position of fusidic acid and its derivatives. This converts fusidic acid to an inactivate lactone derivative, thus conferring resistance to fusidic acid.
